picker_id,first_name,last_name,full_name,gender,age,phone_number,email,community,store_id,store_node_id,store_name,store_location,service_zone,picker_segment,role,shift_type,shift_start,shift_end,experience_months,join_date,status,last_active,avg_picking_time_sec,items_per_hour,daily_orders_picked,accuracy_rate,mispick_rate,total_orders_picked,total_items_picked,total_mispicks,hourly_rate,total_earnings,total_hours_worked,zone_familiarity,multitask_ability,physical_fitness,temperature_zone_trained,fragile_handling_certified
PKR-90F37868,Shahid,Ali,Shahid Ali,M,32,+919653717017,shahid92@rediffmail.com,MUSLIM,HYD-DS-050,50,Whitefield Dark Store,Whitefield,East,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,07:00,15:00,32,2022-04-16,STAR_PERFORMER,2024-12-03 14:00,8.8,231,111,0.9989,0.0011,58193,290965,320,54.08,272140,5032,0.68,HIGH,EXCELLENT,True,True
PKR-B7597997,Nagesh,Goud,Nagesh Goud,M,35,+917559091609,nagesh.goud@rediffmail.com,TELUGU,HYD-DS-008,8,Adarsh Nagar Dark Store,Adarsh Nagar,Northwest,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,06:00,14:00,19,2023-05-11,ACTIVE,2024-12-01 21:00,9.4,206,104,0.9867,0.0133,38826,194130,2581,56.82,171364,3016,0.78,HIGH,EXCELLENT,True,True
PKR-99E8DA8B,Gaurav,Thakur,Gaurav Thakur,M,37,+917247300482,gaurav87@gmail.com,NORTH,HYD-DS-017,17,Kothaguda Dark Store,Kothaguda,West,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,14:00,22:00,40,2021-08-19,STAR_PERFORMER,2024-12-01 21:00,14.1,203,103,0.9978,0.0022,62891,566019,1245,50.85,273372,5376,0.71,MEDIUM,GOOD,False,False
PKR-A91B72A0,Rajesh,Nayak,Rajesh Nayak,M,19,+918387653418,rajesh40@rediffmail.com,TELUGU,HYD-DS-011,11,Gowlidoddy Dark Store,Gowlidoddy,Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,10:00,14:00,7,2024-05-05,ACTIVE,2024-12-03 11:00,18.6,75,32,0.9661,0.0339,4923,29538,1001,54.59,31443,576,0.94,MEDIUM,AVERAGE,True,True
PKR-1A50BEFB,Sonu,Gupta,Sonu Gupta,M,24,+917315207217,sonu758@yahoo.com,NORTH,HYD-DS-031,31,Gokul Nagar Dark Store,Gokul Nagar,Central,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,14:00,22:00,34,2022-02-15,ACTIVE,2024-12-02 04:00,8.2,279,121,0.9946,0.0054,87320,349280,1886,59.45,330564,5560,0.63,LOW,EXCELLENT,True,False
PKR-F92880B4,Santosh,Goud,Santosh Goud,M,18,+917314702035,santosh.goud@rediffmail.com,TELUGU,HYD-DS-043,43,Marthanda Nagar Dark Store,Marthanda Nagar,North,PART_TIME_STUDENT,PICKER,PART_TIME,19:00,23:00,11,2024-01-06,ACTIVE,2024-12-03 14:00,29.9,71,38,0.9842,0.0158,6404,32020,505,54.06,41516,768,0.68,LOW,GOOD,True,True
PKR-94459E3E,Naresh,Reddy,Naresh Reddy,M,23,+918892829701,naresh.reddy@yahoo.com,TELUGU,HYD-DS-006,6,Hafeezpet Dark Store,Hafeezpet,Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,06:00,10:00,7,2024-05-05,ACTIVE,2024-12-03 06:00,16.0,107,32,0.9705,0.0295,3458,38038,1122,46.07,22112,480,0.63,HIGH,EXCELLENT,True,True
PKR-BB93B9CE,Salman,Shaikh,Salman Shaikh,M,25,+917216120305,salman764@yahoo.com,MUSLIM,HYD-DS-052,52,Dilsukhnagar Dark Store,Dilsukhnagar,Southeast,PART_TIME_STUDENT,PICKER,PART_TIME,18:00,22:00,8,2024-04-05,ACTIVE,2024-12-02 02:00,26.2,86,56,0.9744,0.0256,7321,80531,2061,49.66,29396,592,0.9,MEDIUM,EXCELLENT,False,True
PKR-775BBA95,Ajay,Kamma,Ajay Kamma,M,19,+919320297620,ajay.kamma@yahoo.com,TELUGU,HYD-DS-011,11,Gowlidoddy Dark Store,Gowlidoddy,Northwest,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,0,2024-12-01,TRAINING,2024-12-01 11:00,36.4,70,24,0.9492,0.0508,0,0,0,45.25,0,0,0.52,MEDIUM,EXCELLENT,True,False
PKR-C2F41D78,Manoj,Chetty,Manoj Chetty,M,34,+917375587506,manoj.chetty@gmail.com,TELUGU,HYD-DS-040,40,Suraram Dark Store,Suraram,North,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,16:00,00:00,18,2023-06-10,ACTIVE,2024-12-04 00:00,14.0,152,149,0.9865,0.0135,43940,439400,5931,64.58,156027,2416,0.94,HIGH,GOOD,True,True
PKR-CE2DE785,Hari,Yadav,Hari Yadav,M,20,+917874898124,hari04@gmail.com,TELUGU,HYD-DS-005,5,Balanagar Dark Store,Balanagar,Northwest,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,10:00,14:00,3,2024-09-02,ACTIVE,2024-12-03 05:00,21.0,149,43,0.9742,0.0258,1813,19943,514,49.52,9111,184,0.61,MEDIUM,EXCELLENT,True,False
PKR-894422C1,Azhar,Qureshi,Azhar Qureshi,M,24,+918996605746,azhar00@rediffmail.com,MUSLIM,HYD-DS-013,13,Madhapur Dark Store,Madhapur,West,FULL_TIME_REGULAR,PICKER,FULL_TIME,14:00,22:00,15,2023-09-08,ACTIVE,2024-12-01 07:00,20.9,137,74,0.9722,0.0278,23543,211887,5890,47.23,110328,2336,0.81,MEDIUM,AVERAGE,False,False
PKR-27AC4013,Teja,Yadav,Teja Yadav,M,30,+917792260153,teja387@gmail.com,TELUGU,HYD-DS-020,20,Financial District Dark Store,Financial District,Southwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,12,2023-12-07,ACTIVE,2024-12-01 01:00,15.5,122,61,0.9795,0.0205,12284,73704,1510,58.45,110348,1888,0.93,HIGH,EXCELLENT,True,True
PKR-2836465A,Dinesh,Goud,Dinesh Goud,M,27,+917565332774,dinesh97@yahoo.com,TELUGU,HYD-DS-044,44,Chititra Medchal Dark Store,Chititra Medchal,North,FULL_TIME_REGULAR,PICKER,FULL_TIME,07:00,15:00,15,2023-09-08,ACTIVE,2024-12-01 14:00,15.1,171,86,0.9907,0.0093,26039,156234,1452,45.69,103073,2256,0.9,LOW,EXCELLENT,True,False
PKR-33809AB6,Jameel,Hussain,Jameel Hussain,M,36,+919559338834,jameel551@rediffmail.com,MUSLIM,HYD-DS-056,56,Madannapet Colony Dark Store,Madannapet Colony,South,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,06:00,14:00,40,2021-08-19,ACTIVE,2024-12-02 05:00,15.0,193,129,0.9865,0.0135,95111,1046221,14123,54.39,349382,6424,0.96,HIGH,AVERAGE,True,True
PKR-0ECDCC64,Bilal,Ansari,Bilal Ansari,M,38,+917658728700,bilal.ansari@gmail.com,MUSLIM,HYD-DS-009,9,Chaitanya Enclave Dark Store,Chaitanya Enclave,Northwest,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,14:00,22:00,18,2023-06-10,ACTIVE,2024-12-01 11:00,14.3,239,113,0.9872,0.0128,40320,161280,2064,64.0,171527,2680,0.71,LOW,GOOD,True,False
PKR-DB7B0652,Rajesh,Velama,Rajesh Velama,M,43,+918842861298,rajesh81@gmail.com,TELUGU,HYD-DS-049,49,Peerzadiguda Dark Store,Peerzadiguda,East,PART_TIME_EVENING,TRAINEE_PICKER,PART_TIME,06:00,10:00,4,2024-08-03,ACTIVE,2024-12-02 10:00,24.4,125,65,0.9864,0.0136,3421,17105,232,55.02,13644,248,0.67,HIGH,AVERAGE,False,True
PKR-41229680,Bilal,Ansari,Bilal Ansari,M,25,+917171770173,bilal.ansari@gmail.com,MUSLIM,HYD-DS-041,41,Anjaiah Nagar Dark Store,Anjaiah Nagar,North,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,18:00,22:00,2,2024-10-02,ACTIVE,2024-12-01 22:00,26.8,82,63,0.9746,0.0254,2003,10015,254,48.11,7120,148,0.59,MEDIUM,EXCELLENT,True,False
PKR-6B278CB1,Suresh,Naidu,Suresh Naidu,M,40,+919184139120,suresh897@gmail.com,TELUGU,HYD-DS-004,4,Jeedimetla Dark Store,Jeedimetla,Northwest,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,07:00,15:00,26,2022-10-13,ACTIVE,2024-12-03 23:00,10.8,232,131,0.9935,0.0065,57250,515250,3349,50.28,164904,3280,0.71,MEDIUM,AVERAGE,True,True
PKR-40964956,Rajesh,Nayak,Rajesh Nayak,M,28,+918910108498,rajesh.nayak@rediffmail.com,TELUGU,HYD-DS-044,44,Chititra Medchal Dark Store,Chititra Medchal,North,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,8,2024-04-05,ACTIVE,2024-12-03 04:00,14.5,171,117,0.9711,0.0289,20378,203780,5889,48.11,61198,1272,0.7,MEDIUM,GOOD,True,True
PKR-944329FD,Mahesh,Rao,Mahesh Rao,M,25,+917586927478,mahesh466@gmail.com,TELUGU,HYD-DS-027,27,Begumpet Dark Store,Begumpet,Central,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,12,2023-12-07,ACTIVE,2024-12-02 12:00,28.6,120,58,0.9811,0.0189,14487,115896,2190,40.82,39517,968,0.76,LOW,GOOD,True,True
PKR-BD30E4C2,Waseem,Ansari,Waseem Ansari,M,18,+918785034254,waseem.ansari@rediffmail.com,MUSLIM,HYD-DS-002,2,KPHB (Kukatpally Phase B) Dark Store,KPHB (Kukatpally Phase B),Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,10:00,14:00,11,2024-01-06,ACTIVE,2024-12-02 12:00,15.8,123,43,0.9836,0.0164,8293,49758,816,49.63,37517,756,0.82,LOW,AVERAGE,True,True
PKR-6339298D,Naresh,Setty,Naresh Setty,M,34,+918756800333,naresh90@gmail.com,TELUGU,HYD-DS-052,52,Dilsukhnagar Dark Store,Dilsukhnagar,Southeast,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,12,2023-12-07,ACTIVE,2024-12-03 15:00,21.2,107,108,0.9849,0.0151,20247,141729,2140,48.92,88835,1816,0.95,LOW,GOOD,True,False
PKR-EC38FF2B,Ajay,Kumar,Ajay Kumar,M,32,+918640458095,ajay232@gmail.com,TELUGU,HYD-DS-052,52,Dilsukhnagar Dark Store,Dilsukhnagar,Southeast,FULL_TIME_REGULAR,TRAINEE_PICKER,FULL_TIME,14:00,22:00,5,2024-07-04,ACTIVE,2024-12-02 01:00,16.4,119,107,0.9773,0.0227,9486,94860,2153,52.23,35516,680,0.72,HIGH,EXCELLENT,True,False
PKR-C4922FFE,Rizwan,Hussain,Rizwan Hussain,M,19,+917120714178,rizwan.hussain@rediffmail.com,MUSLIM,HYD-DS-018,18,Gachibowli Dark Store,Gachibowli,Southwest,PART_TIME_STUDENT,PICKER,PART_TIME,18:00,22:00,9,2024-03-06,ACTIVE,2024-12-03 17:00,22.9,130,69,0.961,0.039,10541,115951,4522,40.53,29347,724,0.63,MEDIUM,AVERAGE,False,True
PKR-02920AAE,Pavan,Kumar,Pavan Kumar,M,26,+918061416903,pavan757@gmail.com,TELUGU,HYD-DS-040,40,Suraram Dark Store,Suraram,North,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,16:00,00:00,32,2022-04-16,ACTIVE,2024-12-02 03:00,10.0,220,109,0.9903,0.0097,52808,422464,4097,65.06,299261,4600,0.89,HIGH,EXCELLENT,False,False
PKR-FB5BA9BD,Waseem,Ali,Waseem Ali,M,18,+918875545769,waseem06@yahoo.com,MUSLIM,HYD-DS-025,25,Ameerpet Dark Store,Ameerpet,Central,PART_TIME_STUDENT,PICKER,PART_TIME,19:00,23:00,9,2024-03-06,ACTIVE,2024-12-03 07:00,21.8,138,50,0.9872,0.0128,7173,50211,642,49.36,32379,656,0.97,HIGH,EXCELLENT,True,False
PKR-073A3708,Pavan,Munnuru,Pavan Munnuru,M,24,+917949020997,pavan00@gmail.com,TELUGU,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Dr. A.S. Rao Nagar,Northeast,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,18:00,22:00,4,2024-08-03,ACTIVE,2024-12-03 05:00,18.3,138,60,0.9831,0.0169,3566,39226,662,47.86,11676,244,0.63,LOW,EXCELLENT,False,False
PKR-944D181B,Sanjay,Kamma,Sanjay Kamma,M,28,+918638038907,sanjay.kamma@rediffmail.com,TELUGU,HYD-DS-011,11,Gowlidoddy Dark Store,Gowlidoddy,Northwest,PART_TIME_EVENING,PICKER,PART_TIME,10:00,14:00,14,2023-10-08,ACTIVE,2024-12-02 04:00,19.0,143,74,0.9769,0.0231,18158,217896,5033,45.91,51968,1132,0.9,HIGH,EXCELLENT,True,True
PKR-53AAB9F9,Balu,Setty,Balu Setty,M,29,+919710187599,balu95@rediffmail.com,TELUGU,HYD-DS-020,20,Financial District Dark Store,Financial District,Southwest,PART_TIME_EVENING,PICKER,PART_TIME,14:00,18:00,24,2022-12-12,ACTIVE,2024-12-02 20:00,21.0,155,46,0.9884,0.0116,22781,250591,2906,52.69,97799,1856,0.65,HIGH,EXCELLENT,True,True
PKR-B94E2A89,Mahesh,Mudiraj,Mahesh Mudiraj,M,22,+919123522259,mahesh02@rediffmail.com,TELUGU,HYD-DS-041,41,Anjaiah Nagar Dark Store,Anjaiah Nagar,North,FULL_TIME_REGULAR,TRAINEE_PICKER,FULL_TIME,06:00,14:00,5,2024-07-04,ACTIVE,2024-12-01 15:00,21.1,110,74,0.9872,0.0128,6017,42119,539,53.12,39519,744,0.96,MEDIUM,EXCELLENT,False,True
PKR-17E05BAC,Vinod,Rao,Vinod Rao,M,28,+919511088299,vinod96@rediffmail.com,TELUGU,HYD-DS-025,25,Ameerpet Dark Store,Ameerpet,Central,PART_TIME_EVENING,TRAINEE_PICKER,PART_TIME,14:00,18:00,2,2024-10-02,ACTIVE,2024-12-02 08:00,15.8,147,56,0.9944,0.0056,2475,24750,138,51.29,8412,164,0.47,HIGH,GOOD,True,True
PKR-B696114F,Ismail,Hussain,Ismail Hussain,M,45,+918195614374,ismail283@rediffmail.com,MUSLIM,HYD-DS-007,7,Moosapet Dark Store,Moosapet,Northwest,PART_TIME_EVENING,PICKER,PART_TIME,18:00,22:00,19,2023-05-11,ACTIVE,2024-12-02 18:00,20.6,85,70,0.9912,0.0088,20804,228844,2013,45.41,57035,1256,0.96,HIGH,AVERAGE,False,True
PKR-5B1DE236,Pavan,Reddy,Pavan Reddy,M,27,+919387723578,pavan.reddy@gmail.com,TELUGU,HYD-DS-012,12,IDPL Colony Dark Store,IDPL Colony,Northwest,NEW_JOINER,TRAINEE_PICKER,TRAINING,14:00,18:00,2,2024-10-02,ACTIVE,2024-12-02 09:00,37.0,87,37,0.9605,0.0395,1174,8218,324,49.55,6540,132,0.35,MEDIUM,AVERAGE,True,False
PKR-8D29EAB8,Sachin,Gupta,Sachin Gupta,M,35,+918443689314,sachin835@gmail.com,NORTH,HYD-DS-011,11,Gowlidoddy Dark Store,Gowlidoddy,Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,8,2024-04-05,ACTIVE,2024-12-03 01:00,16.0,166,81,0.9823,0.0177,11717,105453,1866,58.2,71230,1224,0.63,MEDIUM,EXCELLENT,False,False
PKR-9D66AA05,Gaurav,Kumar,Gaurav Kumar,M,25,+918846570323,gaurav175@gmail.com,NORTH,HYD-DS-041,41,Anjaiah Nagar Dark Store,Anjaiah Nagar,North,PART_TIME_STUDENT,PICKER,PART_TIME,18:00,22:00,6,2024-06-04,ACTIVE,2024-12-02 01:00,19.9,138,30,0.9828,0.0172,2991,20937,360,49.19,19086,388,0.62,HIGH,GOOD,True,False
PKR-8C6DF907,Naga,Nayak,Naga Nayak,M,33,+919062423732,naga931@rediffmail.com,TELUGU,HYD-DS-050,50,Whitefield Dark Store,Whitefield,East,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,7,2024-05-05,ACTIVE,2024-12-01 13:00,21.8,200,103,0.9933,0.0067,13024,65120,436,50.39,46761,928,0.85,LOW,GOOD,True,True
PKR-F945C9EA,Prasad,Goud,Prasad Goud,M,23,+917579942727,prasad.goud@rediffmail.com,TELUGU,HYD-DS-010,10,Vijaya Nagar Colony Dark Store,Vijaya Nagar Colony,Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,8,2024-04-05,ACTIVE,2024-12-01 23:00,15.1,106,68,0.979,0.021,8505,42525,893,48.02,29581,616,0.92,LOW,EXCELLENT,True,True
PKR-BFA4FD04,Gopal,Reddy,Gopal Reddy,M,39,+917529686851,gopal.reddy@gmail.com,TELUGU,HYD-DS-048,48,Tarakarama Nagar Dark Store,Tarakarama Nagar,East,PART_TIME_EVENING,TRAINEE_PICKER,PART_TIME,14:00,18:00,2,2024-10-02,ACTIVE,2024-12-01 01:00,23.4,93,69,0.9823,0.0177,2049,14343,253,44.49,5695,128,0.7,MEDIUM,EXCELLENT,True,True
PKR-8F3191EE,Yellaiah,Padmashali,Yellaiah Padmashali,M,37,+917854157981,yellaiah.padmashali@yahoo.com,TELUGU,HYD-DS-044,44,Chititra Medchal Dark Store,Chititra Medchal,North,PART_TIME_EVENING,PICKER,PART_TIME,06:00,10:00,7,2024-05-05,ACTIVE,2024-12-01 19:00,20.6,96,75,0.9941,0.0059,8739,104868,618,51.27,24197,472,0.73,LOW,GOOD,False,True
PKR-616CFD64,Balu,Padmashali,Balu Padmashali,M,31,+919885943469,balu93@gmail.com,TELUGU,HYD-DS-019,19,Manikonda Dark Store,Manikonda,Southwest,FULL_TIME_REGULAR,TRAINEE_PICKER,FULL_TIME,16:00,00:00,3,2024-09-02,ACTIVE,2024-12-03 17:00,19.3,139,120,0.971,0.029,5661,39627,1149,47.4,20476,432,0.31,MEDIUM,EXCELLENT,True,True
PKR-BFBBA82C,Sai,Padmashali,Sai Padmashali,M,22,+917519217906,sai624@rediffmail.com,TELUGU,HYD-DS-021,21,Kokapet Dark Store,Kokapet,Southwest,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,0,2024-12-01,TRAINING,2024-12-01 07:00,26.6,69,22,0.9279,0.0721,0,0,0,41.91,0,0,0.57,MEDIUM,AVERAGE,True,True
PKR-62083EAE,Junaid,Pasha,Junaid Pasha,M,29,+919069868766,junaid95@gmail.com,MUSLIM,HYD-DS-055,55,Moosarambagh Dark Store,Moosarambagh,South,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,11,2024-01-06,ACTIVE,2024-12-02 08:00,19.7,112,117,0.989,0.011,24872,99488,1094,48.16,78206,1624,0.72,HIGH,AVERAGE,True,False
PKR-C1676AEA,Faisal,Hussain,Faisal Hussain,M,29,+917333234333,faisal95@yahoo.com,MUSLIM,HYD-DS-024,24,Attapur Dark Store,Attapur,Southwest,FULL_TIME_REGULAR,TRAINEE_PICKER,FULL_TIME,07:00,15:00,3,2024-09-02,ACTIVE,2024-12-03 10:00,15.5,132,113,0.9757,0.0243,5859,41013,996,49.34,20132,408,0.66,MEDIUM,EXCELLENT,True,False
PKR-81A3AB82,Amit,Kumar,Amit Kumar,M,32,+917063984625,amit360@rediffmail.com,NORTH,HYD-DS-017,17,Kothaguda Dark Store,Kothaguda,West,FULL_TIME_REGULAR,TRAINEE_PICKER,FULL_TIME,07:00,15:00,4,2024-08-03,ACTIVE,2024-12-03 03:00,17.0,137,106,0.9917,0.0083,6256,50048,415,53.59,27011,504,0.68,MEDIUM,GOOD,False,True
PKR-854FF83E,Mohammed,Hussain,Mohammed Hussain,M,19,+919663298928,mohammed05@gmail.com,MUSLIM,HYD-DS-014,14,Kondapur Dark Store,Kondapur,West,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,2,2024-10-02,ACTIVE,2024-12-03 06:00,34.0,72,26,0.9455,0.0545,801,8010,436,41.48,6305,152,0.39,MEDIUM,AVERAGE,True,True
PKR-3C20C401,Rakesh,Chetty,Rakesh Chetty,M,21,+917639335333,rakesh.chetty@gmail.com,TELUGU,HYD-DS-053,53,Kothapet Dark Store,Kothapet,Southeast,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,0,2024-12-01,TRAINING,2024-12-01 12:00,35.0,40,43,0.9458,0.0542,0,0,0,49.68,0,0,0.35,LOW,EXCELLENT,True,False
PKR-DE88E11B,Kareem,Shaikh,Kareem Shaikh,M,20,+918926621630,kareem840@gmail.com,MUSLIM,HYD-DS-004,4,Jeedimetla Dark Store,Jeedimetla,Northwest,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,19:00,23:00,1,2024-11-01,ACTIVE,2024-12-02 02:00,21.0,118,63,0.9747,0.0253,891,10692,270,50.6,3238,64,0.56,MEDIUM,GOOD,True,True
PKR-AB480BA5,Ganesh,Mudiraj,Ganesh Mudiraj,M,23,+918780608926,ganesh.mudiraj@gmail.com,TELUGU,HYD-DS-030,30,King Koti Dark Store,King Koti,Central,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,20:00,00:00,3,2024-09-02,ACTIVE,2024-12-02 19:00,27.0,75,30,0.9518,0.0482,1532,9192,443,42.61,8181,192,0.42,MEDIUM,GOOD,True,True
PKR-BDAD5998,Gaurav,Gupta,Gaurav Gupta,M,32,+919599164246,gaurav.gupta@gmail.com,NORTH,HYD-DS-039,39,Kompally Dark Store,Kompally,North,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,16:00,00:00,35,2022-01-16,ACTIVE,2024-12-02 18:00,10.3,257,138,0.9935,0.0065,67527,675270,4389,62.61,271460,4336,0.71,HIGH,AVERAGE,True,True
PKR-679996F0,Ajay,Nayak,Ajay Nayak,M,20,+919332794211,ajay.nayak@rediffmail.com,TELUGU,HYD-DS-014,14,Kondapur Dark Store,Kondapur,West,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,14,2023-10-08,ACTIVE,2024-12-01 14:00,14.4,200,83,0.9799,0.0201,18841,75364,1514,45.34,82703,1824,0.86,MEDIUM,AVERAGE,True,True
PKR-78F293D3,Salman,Qureshi,Salman Qureshi,M,28,+918887734672,salman96@gmail.com,MUSLIM,HYD-DS-054,54,Meerpet Dark Store,Meerpet,Southeast,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,06:00,14:00,26,2022-10-13,ACTIVE,2024-12-01 06:00,8.9,277,83,0.9922,0.0078,32685,130740,1019,54.24,174004,3208,0.66,HIGH,GOOD,True,False
PKR-7C3FF1BA,Kiran,Mudiraj,Kiran Mudiraj,M,34,+919693395035,kiran.mudiraj@gmail.com,TELUGU,HYD-DS-035,35,Jamal Colony Dark Store,Jamal Colony,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,14,2023-10-08,ACTIVE,2024-12-01 07:00,21.1,196,85,0.983,0.017,20216,202160,3436,56.5,126564,2240,0.61,MEDIUM,AVERAGE,True,True
PKR-7A6328EC,Anil,Munnuru,Anil Munnuru,M,20,+917888619490,anil319@gmail.com,TELUGU,HYD-DS-029,29,Kachiguda Dark Store,Kachiguda,Central,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,14:00,18:00,1,2024-11-01,ACTIVE,2024-12-01 08:00,16.9,82,65,0.966,0.034,819,9009,306,53.8,3227,60,0.51,MEDIUM,AVERAGE,True,True
PKR-8BAB8D06,Sonu,Kumar,Sonu Kumar,M,24,+918066380897,sonu00@gmail.com,NORTH,HYD-DS-049,49,Peerzadiguda Dark Store,Peerzadiguda,East,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,11,2024-01-06,ACTIVE,2024-12-01 08:00,17.9,71,66,0.9753,0.0247,15695,156950,3876,51.19,46279,904,0.94,LOW,EXCELLENT,True,True
PKR-A22BF70F,Naveen,Chetty,Naveen Chetty,M,36,+919775829271,naveen751@yahoo.com,TELUGU,HYD-DS-055,55,Moosarambagh Dark Store,Moosarambagh,South,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,12:00,20:00,27,2022-09-13,ACTIVE,2024-12-03 13:00,14.0,214,80,0.9911,0.0089,37573,450876,4012,68.24,253304,3712,0.98,HIGH,AVERAGE,True,True
PKR-1350F4EA,Shahid,Ali,Shahid Ali,M,28,+917332943376,shahid793@yahoo.com,MUSLIM,HYD-DS-055,55,Moosarambagh Dark Store,Moosarambagh,South,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,0,2024-12-01,TRAINING,2024-12-03 14:00,33.4,84,26,0.9479,0.0521,0,0,0,46.18,0,0,0.64,MEDIUM,AVERAGE,True,True
PKR-76A03F61,Ahmed,Shaikh,Ahmed Shaikh,M,19,+917677832779,ahmed.shaikh@gmail.com,MUSLIM,HYD-DS-031,31,Gokul Nagar Dark Store,Gokul Nagar,Central,PART_TIME_STUDENT,PICKER,PART_TIME,19:00,23:00,10,2024-02-05,ACTIVE,2024-12-03 08:00,26.2,134,52,0.9568,0.0432,7193,79123,3418,46.27,28690,620,0.64,MEDIUM,EXCELLENT,True,True
PKR-0180296E,Bilal,Ali,Bilal Ali,M,25,+919766714139,bilal.ali@gmail.com,MUSLIM,HYD-DS-042,42,Sathya Colony Dark Store,Sathya Colony,North,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,16:00,00:00,48,2020-12-22,ACTIVE,2024-12-03 12:00,14.3,258,103,0.9916,0.0084,75060,900720,7566,51.93,321119,6184,0.68,MEDIUM,GOOD,True,True
PKR-E7982197,Waseem,Ansari,Waseem Ansari,M,32,+917156824998,waseem.ansari@rediffmail.com,MUSLIM,HYD-DS-028,28,Himayatnagar Dark Store,Himayatnagar,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,07:00,15:00,6,2024-06-04,ACTIVE,2024-12-03 00:00,13.2,123,101,0.9854,0.0146,11376,102384,1494,50.62,44137,872,0.66,MEDIUM,GOOD,False,True
PKR-7D4BB477,Karan,Kumar,Karan Kumar,M,32,+917315778490,karan665@yahoo.com,NORTH,HYD-DS-020,20,Financial District Dark Store,Financial District,Southwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,8,2024-04-05,ACTIVE,2024-12-03 15:00,20.6,125,109,0.9909,0.0091,12526,62630,569,49.51,55455,1120,0.62,HIGH,EXCELLENT,False,False
PKR-FADFF97D,Nitin,Kumar,Nitin Kumar,M,22,+918823112152,nitin.kumar@yahoo.com,NORTH,HYD-DS-012,12,IDPL Colony Dark Store,IDPL Colony,Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,9,2024-03-06,ACTIVE,2024-12-02 03:00,18.1,185,111,0.9884,0.0116,18705,149640,1735,47.78,61543,1288,0.71,MEDIUM,EXCELLENT,False,True
PKR-628E68BE,Mohammed,Syed,Mohammed Syed,M,33,+918177668086,mohammed863@gmail.com,MUSLIM,HYD-DS-032,32,Ramnagar Dark Store,Ramnagar,Central,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,16:00,00:00,39,2021-09-18,ACTIVE,2024-12-03 15:00,11.0,183,145,0.9878,0.0122,113754,455016,5551,53.13,343845,6472,0.86,MEDIUM,EXCELLENT,False,True
PKR-E4CACF55,Sanjay,Yadav,Sanjay Yadav,M,25,+918691337167,sanjay99@gmail.com,TELUGU,HYD-DS-053,53,Kothapet Dark Store,Kothapet,Southeast,PART_TIME_EVENING,PICKER,PART_TIME,14:00,18:00,7,2024-05-05,ACTIVE,2024-12-01 01:00,14.3,109,48,0.994,0.006,6822,47754,286,54.46,30934,568,0.81,MEDIUM,AVERAGE,False,False
