rider_id,first_name,last_name,full_name,gender,age,phone_number,email,community,vehicle_type,vehicle_model,vehicle_number,engine_cc,home_store_id,home_store_node_id,home_store_name,service_zone,store_location,home_lat,home_lng,rider_segment,shift_type,shift_start,shift_end,experience_months,join_date,status,last_active,on_time_delivery_rate,order_acceptance_rate,cancellation_rate,avg_delivery_time_mins,customer_rating,total_orders_delivered,daily_avg_orders,total_earnings,avg_earnings_per_order,peak_hour_preference,weekend_availability,has_insulated_bag,has_rain_gear,knows_english,knows_hindi,knows_telugu
RDR-8FD0AA10,Rohit,Verma,Rohit Verma,M,33,+917729306348,rohit67@gmail.com,NORTH,BIKE,Honda Shine,TS12LW1662,125,HYD-DS-041,41,Anjaiah Nagar Dark Store,North,Anjaiah Nagar,17.496228,78.478167,PART_TIME_EVENING,PART_TIME,20:00,00:00,6,2024-06-04,ACTIVE,2024-12-03 17:00,0.783,0.772,0.054,13.9,4.15,1411,14,36353,25.76,NIGHT,True,True,False,False,True,True
RDR-3B751FE0,Anwar,Ansari,Anwar Ansari,M,23,+918680200304,anwar01@gmail.com,MUSLIM,SCOOTER,Honda Activa 6G,TS07BM1371,110,HYD-DS-001,1,Miyapur Dark Store,Northwest,Miyapur,17.502586,78.368644,PART_TIME_STUDENT,PART_TIME,10:00,14:00,6,2024-06-04,ACTIVE,2024-12-03 20:00,0.897,0.726,0.123,14.0,4.05,1469,13,35144,23.92,AFTERNOON,True,True,False,False,True,True
RDR-9CC01DD2,Pavan,Velama,Pavan Velama,M,24,+919321557056,pavan00@gmail.com,TELUGU,SCOOTER,Hero Destini 125,TS13PJ8089,125,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.516053,78.446148,PART_TIME_STUDENT,PART_TIME,20:00,00:00,9,2024-03-06,ACTIVE,2024-12-03 06:00,0.836,0.756,0.059,18.1,4.15,2545,15,63100,24.79,EVENING,True,True,True,False,True,True
RDR-169FD8D6,Varun,Gupta,Varun Gupta,M,31,+918036757975,varun93@yahoo.com,NORTH,BIKE,Bajaj Pulsar 125,TS08CX1684,125,HYD-DS-028,28,Himayatnagar Dark Store,Central,Himayatnagar,17.41002,78.477098,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,12,2023-12-07,ACTIVE,2024-12-02 19:00,0.9,0.864,0.052,15.2,4.39,3142,20,103435,32.92,NIGHT,True,True,True,True,True,False
RDR-B5FC1009,Mohan,Mudiraj,Mohan Mudiraj,M,44,+919184837612,mohan431@gmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS09ST6341,125,HYD-DS-033,33,Nalanda Nagar Dark Store,Central,Nalanda Nagar,17.428582,78.455395,PART_TIME_EVENING,PART_TIME,19:00,23:00,10,2024-02-05,ACTIVE,2024-12-03 11:00,0.875,0.852,0.103,17.6,4.47,1599,10,39543,24.73,EVENING,True,True,False,False,True,True
RDR-EAF553A3,Azhar,Qureshi,Azhar Qureshi,M,36,+919653894090,azhar.qureshi@yahoo.com,MUSLIM,BIKE,Honda Shine,TS08QK5466,125,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.508519,78.438483,FULL_TIME_EXPERIENCED,FULL_TIME,14:00,22:00,51,2020-09-23,ACTIVE,2024-12-02 03:00,0.897,0.9,0.028,8.5,4.59,33987,33,1160584,34.15,EVENING,True,True,False,False,True,False
RDR-4BF25AA6,Yellaiah,Chetty,Yellaiah Chetty,M,23,+919041292263,yellaiah01@gmail.com,TELUGU,BIKE,Hero Splendor Plus,TS09DA7917,100,HYD-DS-023,23,Mehdipatnam Dark Store,Southwest,Mehdipatnam,17.399171,78.444639,NEW_JOINER,FULL_TIME,14:00,22:00,1,2024-11-01,ACTIVE,2024-12-02 20:00,0.726,0.839,0.133,22.7,4.05,168,10,4577,27.25,NIGHT,True,True,True,True,True,True
RDR-63D22DB1,Padma,Goud,Padma Goud,F,27,+918752967693,padma.goud@gmail.com,TELUGU,BIKE,TVS Sport,TS09XJ9116,110,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.521485,78.444339,NEW_JOINER,FULL_TIME,16:00,00:00,2,2024-10-02,ACTIVE,2024-12-03 13:00,0.722,0.76,0.14,17.9,4.28,429,15,10566,24.63,NIGHT,True,True,False,True,True,True
RDR-03B5D78B,Sanjay,Velama,Sanjay Velama,M,45,+918486637057,sanjay663@gmail.com,TELUGU,ELECTRIC_SCOOTER,Ather 450X,TS08FE5976,0,HYD-DS-003,3,Kukatpally Dark Store,Northwest,Kukatpally,17.493746,78.383208,PART_TIME_EVENING,PART_TIME,14:00,18:00,7,2024-05-05,ACTIVE,2024-12-02 05:00,0.811,0.765,0.057,13.3,4.17,1661,14,49690,29.92,EVENING,False,True,True,False,True,True
RDR-0D3F8587,Naveen,Goud,Naveen Goud,M,33,+919637317916,naveen91@gmail.com,TELUGU,ELECTRIC_SCOOTER,Ola S1,TS08AC3072,0,HYD-DS-046,46,Devar Yamjal Dark Store,Northeast (Rangareddy),Devar Yamjal,17.527179,78.569164,PART_TIME_EVENING,PART_TIME,19:00,23:00,14,2023-10-08,ACTIVE,2024-12-03 22:00,0.789,0.758,0.111,13.0,4.33,4433,19,125846,28.39,EVENING,True,True,False,False,True,True
RDR-E34DF8B3,Sai,Kumar,Sai Kumar,M,23,+919524744140,sai578@yahoo.com,TELUGU,SCOOTER,Hero Destini 125,TS11CH5975,125,HYD-DS-047,47,Nagaram Dark Store,East,Nagaram,17.461982,78.579817,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,8,2024-04-05,ACTIVE,2024-12-03 11:00,0.885,0.817,0.041,13.9,4.27,4243,32,97029,22.87,AFTERNOON,False,True,True,True,True,True
RDR-71C1656C,Vamsi,Kumar,Vamsi Kumar,M,33,+918486779426,vamsi91@gmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS08UN7755,125,HYD-DS-043,43,Marthanda Nagar Dark Store,North,Marthanda Nagar,17.503664,78.482817,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,10,2024-02-05,ACTIVE,2024-12-03 13:00,0.903,0.836,0.038,15.1,4.39,3711,25,84136,22.67,AFTERNOON,False,True,False,False,True,True
RDR-DA343E84,Bilal,Mirza,Bilal Mirza,M,23,+918627221577,bilal01@rediffmail.com,MUSLIM,BIKE,Honda Shine,TS14HN8158,125,HYD-DS-030,30,King Koti Dark Store,Central,King Koti,17.389337,78.46333,PART_TIME_STUDENT,PART_TIME,18:00,22:00,9,2024-03-06,ACTIVE,2024-12-02 08:00,0.797,0.737,0.146,18.9,4.29,2467,16,60410,24.49,NIGHT,True,True,True,True,True,False
RDR-B62F62F3,Nagesh,Rao,Nagesh Rao,M,27,+917122368569,nagesh49@rediffmail.com,TELUGU,SCOOTER,Hero Destini 125,TS07WV3749,125,HYD-DS-047,47,Nagaram Dark Store,East,Nagaram,17.448237,78.585453,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,12,2023-12-07,ACTIVE,2024-12-03 21:00,0.879,0.872,0.093,12.7,4.65,5750,21,136337,23.71,AFTERNOON,True,True,True,False,True,True
RDR-79BA3C24,Srinu,Rao,Srinu Rao,M,22,+917912188929,srinu.rao@gmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS12AC1464,125,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.511554,78.444792,PART_TIME_STUDENT,PART_TIME,14:00,18:00,11,2024-01-06,ACTIVE,2024-12-03 16:00,0.863,0.747,0.104,16.9,4.18,1728,9,43484,25.16,NIGHT,False,True,True,True,True,True
RDR-505049A3,Ananya,Yadav,Ananya Yadav,F,27,+917619533945,ananya97@yahoo.com,NORTH,BIKE,Hero HF Deluxe,TS12QE8221,100,HYD-DS-007,7,Moosapet Dark Store,Northwest,Moosapet,17.472672,78.422263,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,8,2024-04-05,ACTIVE,2024-12-03 09:00,0.841,0.862,0.097,10.5,4.42,3974,34,125945,31.69,MORNING,True,False,True,False,True,True
RDR-0E6539EB,Pavan,Kamma,Pavan Kamma,M,23,+918987911801,pavan.kamma@gmail.com,TELUGU,BIKE,Honda Shine,TS14VE4900,125,HYD-DS-018,18,Gachibowli Dark Store,Southwest,Gachibowli,17.438703,78.354483,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,40,2021-08-19,STAR_PERFORMER,2024-12-02 21:00,0.922,0.891,0.013,12.5,4.61,23163,34,691908,29.87,EVENING,True,True,False,True,True,True
RDR-D27E79E4,Sonu,Thakur,Sonu Thakur,M,20,+917526026380,sonu.thakur@gmail.com,NORTH,BIKE,Honda Shine,TS11UH6963,125,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.448237,78.442483,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,8,2024-04-05,ACTIVE,2024-12-02 13:00,0.856,0.864,0.054,11.0,4.59,3261,22,85541,26.23,NIGHT,False,True,False,False,True,False
RDR-4BAE7F37,Manoj,Reddy,Manoj Reddy,M,24,+917821594939,manoj.reddy@yahoo.com,TELUGU,BIKE,Honda Shine,TS07SP3669,125,HYD-DS-054,54,Meerpet Dark Store,Southeast,Meerpet,17.335621,78.568453,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,45,2021-03-22,ACTIVE,2024-12-02 04:00,0.924,0.898,0.04,10.8,4.46,35673,39,927052,25.99,NIGHT,True,True,True,True,True,True
RDR-2F23054C,Jameel,Khan,Jameel Khan,M,39,+919624244829,jameel822@gmail.com,MUSLIM,ELECTRIC_SCOOTER,Ather 450X,TS07CS2891,0,HYD-DS-055,55,Moosarambagh Dark Store,South,Moosarambagh,17.352989,78.484161,PART_TIME_EVENING,PART_TIME,19:00,23:00,11,2024-01-06,ACTIVE,2024-12-02 05:00,0.879,0.801,0.046,13.7,4.57,2601,14,60856,23.4,EVENING,False,True,False,True,True,False
RDR-3CA44796,Ramulu,Velama,Ramulu Velama,M,18,+917295063927,ramulu.velama@gmail.com,TELUGU,BIKE,Hero Splendor Plus,TS10AG4458,100,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Northeast,Dr. A.S. Rao Nagar,17.493086,78.553102,PART_TIME_STUDENT,PART_TIME,14:00,18:00,10,2024-02-05,ACTIVE,2024-12-03 15:00,0.812,0.857,0.129,18.0,4.03,2849,16,64383,22.6,EVENING,False,True,True,False,True,True
RDR-43EA8822,Venkat,Chetty,Venkat Chetty,M,27,+918588097507,venkat238@rediffmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS07VN5911,125,HYD-DS-048,48,Tarakarama Nagar Dark Store,East,Tarakarama Nagar,17.432902,78.537561,FULL_TIME_EXPERIENCED,FULL_TIME,10:00,18:00,31,2022-05-16,STAR_PERFORMER,2024-12-03 14:00,0.949,0.971,0.022,10.5,4.88,19526,41,661425,33.87,NIGHT,True,True,False,True,True,True
RDR-F9A120A5,Praveen,Chetty,Praveen Chetty,M,32,+919368017032,praveen.chetty@gmail.com,TELUGU,BIKE,Bajaj Pulsar 125,TS12YB7068,125,HYD-DS-055,55,Moosarambagh Dark Store,South,Moosarambagh,17.359937,78.498516,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,21,2023-03-12,ACTIVE,2024-12-03 16:00,0.882,0.938,0.042,11.6,4.88,17285,40,469626,27.17,AFTERNOON,True,True,True,True,True,True
RDR-36159441,Anil,Munnuru,Anil Munnuru,M,32,+917699043272,anil92@gmail.com,TELUGU,BIKE,TVS Sport,TS13FZ4115,110,HYD-DS-032,32,Ramnagar Dark Store,Central,Ramnagar,17.420885,78.453129,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,38,2021-10-18,ACTIVE,2024-12-03 17:00,0.9,0.946,0.045,9.2,4.82,21117,31,792838,37.55,MORNING,False,True,False,False,True,True
RDR-13438A3B,Yogesh,Nayak,Yogesh Nayak,M,39,+919470074543,yogesh85@gmail.com,TELUGU,BIKE,Honda Shine,TS11WK6404,125,HYD-DS-020,20,Financial District Dark Store,Southwest,Financial District,17.419791,78.340542,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,25,2022-11-12,ACTIVE,2024-12-03 23:00,0.895,0.946,0.016,9.7,4.47,10025,25,354586,35.37,EVENING,True,True,True,False,True,True
RDR-FB48A567,Raju,Mudiraj,Raju Mudiraj,M,44,+917422207488,raju80@yahoo.com,TELUGU,SCOOTER,Hero Destini 125,TS13FL1606,125,HYD-DS-003,3,Kukatpally Dark Store,Northwest,Kukatpally,17.482416,78.387686,PART_TIME_EVENING,PART_TIME,18:00,22:00,3,2024-09-02,ACTIVE,2024-12-02 20:00,0.854,0.877,0.045,15.6,4.58,689,12,16194,23.51,EVENING,False,True,True,True,True,True
RDR-F712EF9C,Ramesh,Nayak,Ramesh Nayak,M,28,+919433128790,ramesh.nayak@yahoo.com,TELUGU,SCOOTER,Hero Destini 125,TS07AZ1662,125,HYD-DS-044,44,Chititra Medchal Dark Store,North,Chititra Medchal,17.545187,78.46882,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,9,2024-03-06,ACTIVE,2024-12-02 12:00,0.826,0.817,0.063,15.5,4.58,3587,21,117715,32.82,MORNING,True,False,True,True,True,True
RDR-5DAADD39,Ravi,Nayak,Ravi Nayak,M,26,+919696068914,ravi.nayak@gmail.com,TELUGU,BIKE,Hero Splendor Plus,TS07JD8168,100,HYD-DS-002,2,KPHB (Kukatpally Phase B) Dark Store,Northwest,KPHB (Kukatpally Phase B),17.503989,78.410188,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,43,2021-05-21,ACTIVE,2024-12-04 00:00,0.914,0.963,0.013,11.1,4.42,30404,38,936683,30.81,EVENING,True,True,True,False,True,True
RDR-ACEFFA78,Gaurav,Verma,Gaurav Verma,M,20,+919365144798,gaurav.verma@gmail.com,NORTH,BIKE,Bajaj Pulsar 125,TS14SP4342,125,HYD-DS-026,26,Banjara Hills Dark Store,Central,Banjara Hills,17.413838,78.429352,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,23,2023-01-11,ACTIVE,2024-12-02 12:00,0.908,0.876,0.069,11.2,4.55,10723,28,348658,32.52,AFTERNOON,False,False,True,False,True,False
RDR-B5AF7CE2,Ravi,Naidu,Ravi Naidu,M,30,+918558402231,ravi900@gmail.com,TELUGU,BIKE,Bajaj CT100,TS09SS5136,100,HYD-DS-022,22,Tolichowki Dark Store,Southwest,Tolichowki,17.399531,78.413129,PART_TIME_EVENING,PART_TIME,06:00,10:00,5,2024-07-04,ACTIVE,2024-12-02 22:00,0.891,0.883,0.097,15.7,4.2,1290,18,28552,22.13,AFTERNOON,True,True,True,False,True,True
RDR-F43E47AB,Sanjay,Chetty,Sanjay Chetty,M,22,+917462863599,sanjay492@gmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS13HT9314,125,HYD-DS-005,5,Balanagar Dark Store,Northwest,Balanagar,17.464565,78.440874,PART_TIME_STUDENT,PART_TIME,20:00,00:00,1,2024-11-01,ACTIVE,2024-12-03 23:00,0.872,0.879,0.132,17.1,4.45,243,16,6663,27.42,EVENING,True,False,False,False,True,True
RDR-AC3062AF,Prasad,Kamma,Prasad Kamma,M,21,+918234737796,prasad633@yahoo.com,TELUGU,BIKE,Bajaj Pulsar 125,TS12XA5027,125,HYD-DS-020,20,Financial District Dark Store,Southwest,Financial District,17.413363,78.340388,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,20,2023-04-11,ACTIVE,2024-12-02 20:00,0.875,0.835,0.072,10.5,4.25,9050,25,287610,31.78,AFTERNOON,True,True,False,True,True,True
RDR-FC3E07F8,Sonu,Verma,Sonu Verma,M,22,+918634459460,sonu02@rediffmail.com,NORTH,BIKE,Honda Shine,TS12DL8905,125,HYD-DS-042,42,Sathya Colony Dark Store,North,Sathya Colony,17.482457,78.460319,PART_TIME_STUDENT,PART_TIME,06:00,10:00,6,2024-06-04,ACTIVE,2024-12-03 09:00,0.821,0.815,0.07,16.6,4.49,1058,9,25202,23.82,NIGHT,False,True,True,True,True,True
RDR-2E97271D,Yogesh,Reddy,Yogesh Reddy,M,22,+918067798943,yogesh02@rediffmail.com,TELUGU,BIKE,Honda Shine,TS11DN1694,125,HYD-DS-024,24,Attapur Dark Store,Southwest,Attapur,17.365613,78.436799,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,8,2024-04-05,ACTIVE,2024-12-02 15:00,0.913,0.852,0.054,12.6,4.2,2728,20,68395,25.07,MORNING,False,True,True,True,True,True
RDR-FB320DDB,Manoj,Mudiraj,Manoj Mudiraj,M,22,+919433488918,manoj.mudiraj@gmail.com,TELUGU,CYCLE,Hercules Roadsters,N/A,0,HYD-DS-013,13,Madhapur Dark Store,West,Madhapur,17.452537,78.387343,PART_TIME_STUDENT,PART_TIME,19:00,23:00,5,2024-07-04,ACTIVE,2024-12-02 03:00,0.887,0.754,0.11,14.8,4.11,803,10,19286,24.02,AFTERNOON,True,False,False,False,True,True
RDR-5509EE76,Venu,Kamma,Venu Kamma,M,39,+919625211067,venu85@rediffmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS08KY9236,110,HYD-DS-033,33,Nalanda Nagar Dark Store,Central,Nalanda Nagar,17.417622,78.454914,PART_TIME_EVENING,PART_TIME,18:00,22:00,5,2024-07-04,ACTIVE,2024-12-02 08:00,0.848,0.832,0.088,15.7,4.45,880,11,27772,31.56,EVENING,True,False,True,True,True,True
RDR-DDB30967,Irfan,Ansari,Irfan Ansari,M,22,+918321540447,irfan02@rediffmail.com,MUSLIM,BIKE,Hero HF Deluxe,TS11EW6404,100,HYD-DS-018,18,Gachibowli Dark Store,Southwest,Gachibowli,17.438541,78.349264,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,14,2023-10-08,ACTIVE,2024-12-03 03:00,0.847,0.891,0.03,13.7,4.39,5729,33,162235,28.32,AFTERNOON,False,True,False,False,True,False
RDR-B7FBFAE2,Kareem,Khan,Kareem Khan,M,22,+918477048775,kareem656@gmail.com,MUSLIM,BIKE,Hero Splendor Plus,TS10MV9524,100,HYD-DS-029,29,Kachiguda Dark Store,Central,Kachiguda,17.399816,78.50154,PART_TIME_EVENING,PART_TIME,18:00,22:00,7,2024-05-05,ACTIVE,2024-12-03 12:00,0.895,0.818,0.054,17.5,4.13,2703,18,80942,29.95,AFTERNOON,False,True,True,True,True,False
RDR-0B9C176C,Krishna,Kapu,Krishna Kapu,M,32,+919861180656,krishna.kapu@yahoo.com,TELUGU,BIKE,Bajaj CT100,TS11LS8967,100,HYD-DS-048,48,Tarakarama Nagar Dark Store,East,Tarakarama Nagar,17.433517,78.553403,FULL_TIME_EXPERIENCED,FULL_TIME,10:00,18:00,52,2020-08-24,ACTIVE,2024-12-03 22:00,0.902,0.859,0.025,12.6,4.56,25936,28,979018,37.75,NIGHT,True,True,True,True,True,True
RDR-9106B596,Faisal,Hussain,Faisal Hussain,M,20,+919048811731,faisal.hussain@yahoo.com,MUSLIM,ELECTRIC_SCOOTER,Ola S1,TS12RK5305,0,HYD-DS-004,4,Jeedimetla Dark Store,Northwest,Jeedimetla,17.494939,78.421131,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,22,2023-02-10,ACTIVE,2024-12-03 01:00,0.923,0.878,0.042,15.2,4.28,11140,23,370064,33.22,EVENING,True,True,False,True,True,True
RDR-78FCF879,Suresh,Kamma,Suresh Kamma,M,19,+919441855573,suresh05@rediffmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS14PG1822,110,HYD-DS-057,57,Charminar Dark Store,Old City,Charminar,17.367923,78.468316,NEW_JOINER,FULL_TIME,10:00,18:00,1,2024-11-01,PROBATION,2024-12-04 00:00,0.657,0.73,0.186,19.9,3.93,134,9,3106,23.18,EVENING,True,True,False,True,True,True
RDR-3EBCB54D,Amit,Yadav,Amit Yadav,M,22,+919441171943,amit02@rediffmail.com,NORTH,BIKE,Bajaj CT100,TS12JD7731,100,HYD-DS-024,24,Attapur Dark Store,Southwest,Attapur,17.369825,78.429236,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,14,2023-10-08,ACTIVE,2024-12-03 07:00,0.879,0.801,0.067,13.0,4.41,6467,26,144166,22.29,AFTERNOON,True,True,True,False,True,False
RDR-A556108B,Vijay,Velama,Vijay Velama,M,26,+919197251982,vijay98@gmail.com,TELUGU,BIKE,Bajaj CT100,TS07PS3753,100,HYD-DS-019,19,Manikonda Dark Store,Southwest,Manikonda,17.412374,78.38144,PART_TIME_EVENING,PART_TIME,19:00,23:00,4,2024-08-03,ACTIVE,2024-12-02 12:00,0.797,0.822,0.068,16.8,4.32,1581,19,43298,27.39,AFTERNOON,True,True,True,False,True,True
RDR-A96D3003,Ajay,Padmashali,Ajay Padmashali,M,24,+919148247438,ajay.padmashali@rediffmail.com,TELUGU,SCOOTER,TVS Jupiter,TS12RK1151,110,HYD-DS-039,39,Kompally Dark Store,North,Kompally,17.530908,78.479987,PART_TIME_EVENING,PART_TIME,10:00,14:00,18,2023-06-10,ACTIVE,2024-12-03 23:00,0.807,0.768,0.088,15.5,4.3,5657,16,167517,29.61,AFTERNOON,True,True,True,False,True,True
RDR-C0151FF8,Rashid,Khan,Rashid Khan,M,37,+919182761567,rashid521@rediffmail.com,MUSLIM,SCOOTER,Suzuki Access 125,TS13MD4081,125,HYD-DS-001,1,Miyapur Dark Store,Northwest,Miyapur,17.492455,78.361094,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,28,2022-08-14,STAR_PERFORMER,2024-12-03 03:00,0.974,0.856,0.047,12.8,4.85,17362,28,576093,33.18,MORNING,False,True,False,True,True,True
RDR-68DDEC30,Mahesh,Munnuru,Mahesh Munnuru,M,24,+918588634975,mahesh00@rediffmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS09AN5404,125,HYD-DS-052,52,Dilsukhnagar Dark Store,Southeast,Dilsukhnagar,17.359135,78.530285,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,15,2023-09-08,ACTIVE,2024-12-02 01:00,0.902,0.871,0.041,12.7,4.5,10000,33,302696,30.27,EVENING,True,True,False,False,True,True
RDR-8454D469,Irfan,Mirza,Irfan Mirza,M,23,+918042385278,irfan.mirza@gmail.com,MUSLIM,SCOOTER,Honda Activa 6G,TS07ZH8821,110,HYD-DS-004,4,Jeedimetla Dark Store,Northwest,Jeedimetla,17.50443,78.42705,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,23,2023-01-11,ACTIVE,2024-12-03 13:00,0.838,0.86,0.081,12.9,4.5,16370,34,373462,22.81,MORNING,True,True,True,False,True,True
RDR-4D9CA050,Shahid,Shaikh,Shahid Shaikh,M,22,+917969636452,shahid836@gmail.com,MUSLIM,BIKE,Hero Splendor Plus,TS09EH2369,100,HYD-DS-018,18,Gachibowli Dark Store,Southwest,Gachibowli,17.436735,78.34199,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,19,2023-05-11,STAR_PERFORMER,2024-12-03 16:00,0.974,0.928,0.042,8.1,4.67,8806,28,328233,37.27,MORNING,True,False,True,True,True,False
RDR-464F52C4,Phani,Padmashali,Phani Padmashali,M,29,+919698753801,phani95@yahoo.com,TELUGU,SCOOTER,Hero Destini 125,TS14YB7198,125,HYD-DS-050,50,Whitefield Dark Store,East,Whitefield,17.435745,78.521458,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,14,2023-10-08,ACTIVE,2024-12-02 12:00,0.842,0.877,0.08,10.0,4.22,5071,20,154758,30.52,MORNING,True,False,False,False,True,True
RDR-FD1290CD,Pavan,Goud,Pavan Goud,M,30,+919429470394,pavan94@gmail.com,TELUGU,BIKE,Bajaj Platina,TS14QZ9307,100,HYD-DS-057,57,Charminar Dark Store,Old City,Charminar,17.369645,78.467928,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,56,2020-04-26,ACTIVE,2024-12-03 18:00,0.897,0.944,0.039,11.0,4.74,35135,34,1333285,37.95,AFTERNOON,False,True,True,False,True,True
RDR-BD5A44C1,Venu,Yadav,Venu Yadav,M,24,+919750645552,venu348@gmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS07BF6129,125,HYD-DS-055,55,Moosarambagh Dark Store,South,Moosarambagh,17.369084,78.497227,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,35,2022-01-16,STAR_PERFORMER,2024-12-03 23:00,0.978,0.885,0.024,12.3,4.81,23341,33,612745,26.25,MORNING,True,False,True,False,True,True
RDR-0F723894,Venu,Mudiraj,Venu Mudiraj,M,31,+919155271240,venu137@gmail.com,TELUGU,SCOOTER,Hero Destini 125,TS13RX1812,125,HYD-DS-047,47,Nagaram Dark Store,East,Nagaram,17.456048,78.583663,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,21,2023-03-12,ACTIVE,2024-12-03 02:00,0.885,0.857,0.042,13.6,4.83,16845,41,440578,26.15,AFTERNOON,True,True,True,False,True,True
RDR-1E64CAB5,Dinesh,Goud,Dinesh Goud,M,35,+918215588811,dinesh89@yahoo.com,TELUGU,SCOOTER,Hero Destini 125,TS14HC3560,125,HYD-DS-028,28,Himayatnagar Dark Store,Central,Himayatnagar,17.411879,78.484178,PART_TIME_EVENING,PART_TIME,10:00,14:00,17,2023-07-10,ACTIVE,2024-12-02 15:00,0.781,0.766,0.078,14.7,4.55,5357,19,140877,26.3,MORNING,True,True,True,False,True,True
RDR-DE97EFF3,Madhu,Nayak,Madhu Nayak,M,19,+917963265955,madhu05@rediffmail.com,TELUGU,SCOOTER,TVS Jupiter,TS12AZ2146,110,HYD-DS-056,56,Madannapet Colony Dark Store,South,Madannapet Colony,17.352661,78.484454,PART_TIME_STUDENT,PART_TIME,14:00,18:00,5,2024-07-04,ACTIVE,2024-12-03 19:00,0.884,0.772,0.083,17.3,4.05,1237,15,36369,29.4,EVENING,True,True,False,False,True,True
RDR-8B4EFAA7,Vijay,Setty,Vijay Setty,M,24,+919031902464,vijay.setty@gmail.com,TELUGU,BIKE,Hero HF Deluxe,TS13HN6986,100,HYD-DS-052,52,Dilsukhnagar Dark Store,Southeast,Dilsukhnagar,17.361188,78.5158,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,17,2023-07-10,ACTIVE,2024-12-02 22:00,0.845,0.857,0.037,14.3,4.46,8813,33,294695,33.44,MORNING,False,True,False,True,True,True
RDR-B1882EE9,Khalid,Mirza,Khalid Mirza,M,32,+918450647911,khalid291@gmail.com,MUSLIM,BIKE,Bajaj Pulsar 125,TS12ZS4792,125,HYD-DS-053,53,Kothapet Dark Store,Southeast,Kothapet,17.374065,78.524522,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,7,2024-05-05,ACTIVE,2024-12-02 10:00,0.907,0.935,0.035,12.9,4.31,3701,31,125101,33.8,EVENING,False,True,True,True,True,True
RDR-1E1F13BF,Manoj,Velama,Manoj Velama,M,33,+918932323190,manoj.velama@rediffmail.com,TELUGU,BIKE,Hero HF Deluxe,TS08UC1038,100,HYD-DS-010,10,Vijaya Nagar Colony Dark Store,Northwest,Vijaya Nagar Colony,17.490904,78.411858,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,17,2023-07-10,ACTIVE,2024-12-02 09:00,0.935,0.807,0.051,10.2,4.42,9218,31,209833,22.76,MORNING,True,True,True,True,True,True
RDR-2BD236FC,Syed,Pasha,Syed Pasha,M,25,+919616154977,syed99@gmail.com,MUSLIM,BIKE,Hero HF Deluxe,TS14LQ2434,100,HYD-DS-019,19,Manikonda Dark Store,Southwest,Manikonda,17.409183,78.382092,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,46,2021-02-20,ACTIVE,2024-12-02 05:00,0.888,0.946,0.027,12.0,4.42,24113,30,937804,38.89,EVENING,True,True,True,False,True,True
